0,0,6.5559614745931585,1698401992.0
0,0,6.5559614745931585,1698402022.0
0,0,6.5559614745931585,1698402023.0
0,1,0.15941547658585187,1698402165.0
1,2,10.0,1596449954.0
1,2,10.0,1596449955.0
1,3,3.0554633012288273,1596449972.0
1,3,3.0554633012288273,1596449973.0
1,4,4.686150780471604,1596449983.0
1,2,10.0,1596450001.0
1,5,3.6167386250415143,1596450050.0
1,5,3.6167386250415143,1596450051.0
1,2,10.0,1596460274.0
1,5,3.6167386250415143,1596460343.0
1,5,3.6167386250415143,1596460344.0
1,2,10.0,1596465324.0
1,2,10.0,1596465325.0
1,6,0.7738292925938227,1596465329.0
1,6,0.7738292925938227,1596465335.0
1,6,0.7738292925938227,1596465336.0
1,2,10.0,1596465348.0
1,7,9.362338093656593,1596465402.0
1,2,10.0,1596465966.0
1,2,10.0,1596465967.0
1,7,9.362338093656593,1596465974.0
1,2,10.0,1596551592.0
1,2,10.0,1596551593.0
1,6,0.7738292925938227,1596551595.0
1,7,9.362338093656593,1596551609.0
1,7,9.362338093656593,1596551610.0
1,5,3.6167386250415143,1596807543.0
1,2,10.0,1596811696.0
1,6,0.7738292925938227,1596811704.0
1,6,0.7738292925938227,1596811705.0
1,7,9.362338093656593,1596811720.0
1,7,9.362338093656593,1596811721.0
1,7,9.362338093656593,1596811939.0
1,7,9.362338093656593,1596811948.0
1,7,9.362338093656593,1596811972.0
1,2,10.0,1596812006.0
1,3,3.0554633012288273,1596812068.0
1,5,3.6167386250415143,1597310961.0
1,2,10.0,1597741554.0
1,2,10.0,1597741555.0
1,6,0.7738292925938227,1597741572.0
1,6,0.7738292925938227,1597741573.0
1,8,0.019926934573231483,1597741595.0
1,8,0.019926934573231483,1597741596.0
1,7,9.362338093656593,1597741650.0
1,7,9.362338093656593,1597741651.0
1,0,6.5559614745931585,1597741664.0
1,0,6.5559614745931585,1597741665.0
1,7,9.362338093656593,1597741724.0
1,7,9.362338093656593,1597741734.0
1,7,9.362338093656593,1597741735.0
1,7,9.362338093656593,1597741815.0
1,7,9.362338093656593,1597741872.0
1,7,9.362338093656593,1597741873.0
1,5,3.6167386250415143,1598260812.0
1,5,3.6167386250415143,1598260813.0
1,5,3.6167386250415143,1598261649.0
1,0,6.5559614745931585,1598261678.0
1,0,6.5559614745931585,1598261679.0
1,7,9.362338093656593,1598261729.0
1,4,4.686150780471604,1598261772.0
1,4,4.686150780471604,1598261773.0
1,5,3.6167386250415143,1598267330.0
1,5,3.6167386250415143,1598267331.0
1,3,3.0554633012288273,1599050034.0
1,2,10.0,1599050145.0
1,7,9.362338093656593,1599050159.0
1,5,3.6167386250415143,1599562074.0
1,5,3.6167386250415143,1599562075.0
1,6,0.7738292925938227,1599576003.0
1,6,0.7738292925938227,1599576004.0
1,2,10.0,1599576009.0
1,7,9.362338093656593,1599576037.0
1,9,2.4377283294586514,1599576099.0
1,6,0.7738292925938227,1599576217.0
1,6,0.7738292925938227,1599576218.0
1,4,4.686150780471604,1599584399.0
1,2,10.0,1599584509.0
1,2,10.0,1599584510.0
1,5,3.6167386250415143,1599585138.0
1,5,3.6167386250415143,1599638244.0
1,2,10.0,1599831576.0
1,2,10.0,1599831577.0
1,3,3.0554633012288273,1599831599.0
1,2,10.0,1599831636.0
1,7,9.362338093656593,1599831678.0
1,7,9.362338093656593,1599831702.0
1,4,4.686150780471604,1599923224.0
1,4,4.686150780471604,1599923304.0
1,0,6.5559614745931585,1600677685.0
1,2,10.0,1600781923.0
1,6,0.7738292925938227,1600781926.0
1,7,9.362338093656593,1600781973.0
1,7,9.362338093656593,1600781974.0
1,2,10.0,1600782436.0
1,4,4.686150780471604,1600783605.0
1,4,4.686150780471604,1600783659.0
1,4,4.686150780471604,1600783706.0
1,0,6.5559614745931585,1600783745.0
1,0,6.5559614745931585,1600783746.0
1,9,2.4377283294586514,1600783880.0
1,0,6.5559614745931585,1600784103.0
1,6,0.7738292925938227,1600784132.0
1,2,10.0,1600784221.0
1,2,10.0,1600784380.0
1,2,10.0,1600784381.0
1,3,3.0554633012288273,1600784426.0
1,7,9.362338093656593,1600784459.0
1,7,9.362338093656593,1600784460.0
1,5,3.6167386250415143,1600963111.0
1,5,3.6167386250415143,1600964334.0
1,5,3.6167386250415143,1600964336.0
1,5,3.6167386250415143,1601291128.0
1,1,0.15941547658585187,1601291805.0
1,10,0.28229823978744606,1601291841.0
1,5,3.6167386250415143,1601464862.0
1,5,3.6167386250415143,1601547403.0
1,2,10.0,1601649106.0
1,11,0.1394885420126204,1601649138.0
1,3,3.0554633012288273,1601649153.0
1,3,3.0554633012288273,1601649154.0
1,2,10.0,1601649176.0
1,5,3.6167386250415143,1601889726.0
1,5,3.6167386250415143,1601895351.0
1,10,0.28229823978744606,1601897061.0
1,10,0.28229823978744606,1601897062.0
1,5,3.6167386250415143,1601908649.0
1,10,0.28229823978744606,1602237549.0
1,10,0.28229823978744606,1603204579.0
1,5,3.6167386250415143,1603449069.0
1,12,0.591165725672534,1603717818.0
1,10,0.28229823978744606,1603717824.0
1,5,3.6167386250415143,1603804745.0
1,5,3.6167386250415143,1603814429.0
1,5,3.6167386250415143,1603814430.0
1,5,3.6167386250415143,1603882926.0
1,5,3.6167386250415143,1603882927.0
1,10,0.28229823978744606,1603971076.0
1,10,0.28229823978744606,1603971077.0
1,5,3.6167386250415143,1604313259.0
1,5,3.6167386250415143,1604313260.0
1,6,0.7738292925938227,1604403567.0
1,3,3.0554633012288273,1604403571.0
1,2,10.0,1604403579.0
1,7,9.362338093656593,1604403588.0
1,7,9.362338093656593,1604403589.0
1,9,2.4377283294586514,1604404041.0
1,0,6.5559614745931585,1604404132.0
1,0,6.5559614745931585,1604404133.0
1,7,9.362338093656593,1604404171.0
1,7,9.362338093656593,1604404172.0
1,7,9.362338093656593,1604404371.0
1,2,10.0,1604404423.0
1,2,10.0,1604404496.0
1,2,10.0,1604414364.0
1,3,3.0554633012288273,1604414379.0
1,3,3.0554633012288273,1604414380.0
1,2,10.0,1604414404.0
1,2,10.0,1604414405.0
1,7,9.362338093656593,1604414411.0
1,10,0.28229823978744606,1604481512.0
1,10,0.28229823978744606,1604481513.0
1,10,0.28229823978744606,1604501623.0
1,10,0.28229823978744606,1604501624.0
1,5,3.6167386250415143,1604661710.0
1,5,3.6167386250415143,1604661711.0
1,5,3.6167386250415143,1604665457.0
1,5,3.6167386250415143,1604932275.0
1,5,3.6167386250415143,1604932293.0
1,0,6.5559614745931585,1605017773.0
1,2,10.0,1605017783.0
1,6,0.7738292925938227,1605017786.0
1,6,0.7738292925938227,1605017787.0
1,7,9.362338093656593,1605017800.0
1,7,9.362338093656593,1605017979.0
1,7,9.362338093656593,1605017980.0
1,10,0.28229823978744606,1605102478.0
1,2,10.0,1605257340.0
1,3,3.0554633012288273,1605257472.0
1,3,3.0554633012288273,1605257473.0
